time,mode,center_x,center_y,center_z,formation_error,min_obstacle_clearance,min_agent_distance,energy,path_length,max_height,avg_force_norm,min_pair_distance
0.0,column,-5.4,0.0,1.2,0.794399688893766,4.42,0.8037115436470766,1.8297747946611065,0.03192920950978327,1.2,2.5543367607826637,0.8037115436470766
0.05,column,-5.3790000000000004,0.0,1.2,0.7818599783314818,4.412631820696052,0.8112512198552672,3.6443565364542945,0.09520640168923385,1.2,2.5080064508932245,0.8112512198552672
0.1,column,-5.358,0.0,1.2,0.76395586790787,4.3979117378526915,0.8227956765170197,5.447756112092668,0.18912676435165637,1.2,2.452150364434951,0.8227956765170197
0.15000000000000002,column,-5.337,0.0,1.2,0.7409588975049529,4.375872446694249,0.8385848960807839,7.249152591968789,0.313442188036091,1.2,2.4334243010532446,0.8385848960807839
0.2,column,-5.316,0.0,1.2,0.7136773255448887,4.34656171209359,0.8589238689801285,9.04987653977326,0.46801912558431297,1.2,2.424065706795692,0.8589238689801285
0.25,column,-5.295,0.0,1.2,0.6844444537054457,4.309992085951023,0.8854356419640214,10.850134660185141,0.652497242645268,1.2,2.414369980149732,0.8854356419640214
0.30000000000000004,column,-5.274,0.0,1.2,0.6550757549730493,4.266178781878025,0.9190508287831572,12.45011898705313,0.8633293776514501,1.2,2.3091409957441003,0.9190508287831572
0.35000000000000003,column,-5.253,0.0,1.2,0.6258325660314614,4.215139748286516,0.9591112047682178,13.941886879975119,1.080282851183023,1.2,2.381175444284099,0.9591112047682178
0.4,column,-5.232,0.0,1.2,0.5980485323150372,4.164156007105019,1.0058985902703834,15.604284305585058,1.3044741401421598,1.2,2.5406192537842247,1.0058985902703834
0.45,column,-5.211,0.0,1.2,0.5721957702407381,4.11323868963104,1.0584503001914571,17.424560312723365,1.5354195437907427,1.2,2.6528080192151453,1.0584503001914571
0.5,column,-5.19,0.0,1.2,0.5487816056343366,4.062382855686995,1.1163316960330867,18.817819502982367,1.7737047269526314,1.2,2.181793305263474,1.1163316960330867
0.55,column,-5.1690000000000005,0.0,1.2,0.5280388199229427,4.011583879595965,1.1781609781033684,20.072895263743682,2.0192640684633094,1.2,2.0993942486313015,1.1781609781033684
0.6000000000000001,column,-5.148000000000001,0.0,1.2,0.5100930850466316,3.9608386506306728,1.2129401611739778,21.56605637046032,2.270496926603538,1.2,2.2654813828621183,1.2129401611739778
0.65,column,-5.127,0.0,1.2,0.4941187294968333,3.910146635796683,1.1936695376669668,23.22944277899554,2.524400520075703,1.2,2.519134340310092,1.1936695376669668
0.7000000000000001,column,-5.106,0.0,1.2,0.47964824057435623,3.859909225532487,1.18787203399363,25.02629704262216,2.7751595538953917,1.2,2.637783125547195,1.18787203399363
0.75,column,-5.085000000000001,0.0,1.2,0.46758570784451814,3.810145006831007,1.1951101238257293,26.406380429536597,3.020362677038773,1.2,2.227891109062699,1.1951101238257293
0.8,column,-5.064000000000001,0.0,1.2,0.45948214310505586,3.761281603983412,1.214372074395485,27.746926513810145,3.2601151771040398,1.2,2.1745492352868934,1.214372074395485
