scenario,scenario_ru,strategy,mean_formation_error,max_formation_error,min_pair_distance,min_obstacle_clearance,energy,path_length,max_speed_exp,max_force_exp,max_height_exp,mode_switches,goal_reached,status
free,Свободное движение,adaptive,0.39138170069519534,1.426150176603554,0.8037115436470766,1000000000.0,192.85151415567725,65.21933030774676,1.0500000000000003,3.0000000000000004,1.2,3,True,success
single,Одиночные препятствия,adaptive,0.41131641664791346,1.4261501766035558,0.8037115436470766,0.6360050874444368,319.2983606305695,106.71552407152501,1.0500000000000003,3.0000000000000004,1.2,2,True,success
dense_field,Плотная среда,adaptive,0.6209402316610575,1.7817917237360306,0.8037115436470766,0.595727013131362,417.69206036726655,113.00123921813673,1.0500000000000003,3.0000000000000004,1.2,6,True,success
checkerboard_unequal,Поле разной высоты,adaptive,0.5061018606026237,1.4981402629292415,0.7695801541234014,0.4682633995367548,344.49315951130995,110.52584997844004,1.0500000000000003,3.0000000000000004,1.2,2,True,success
checkerboard_equal,Поле одинаковой высоты,adaptive,0.5013258497448978,1.4981402629292415,0.6574487902070183,0.6529251572707171,368.6395780912695,109.50613704352988,1.0500000000000003,3.0000000000000004,1.2,2,True,success
vertical_exit,Единственный проход сверху,adaptive,0.4632127566896615,1.4274970160463547,0.8037115436470766,0.0680716146280515,238.83664481324396,70.92821425952897,1.0500000000000003,3.0000000000000004,1.388033287969801,7,True,obstacle_violation
defense_showcase,Демонстрационный сценарий,adaptive,0.5985951086836593,1.5116916401003229,0.8037115436470766,0.17725283405464276,357.6326304327016,77.967182946256,1.0500000000000003,3.0000000000000004,1.430483717694281,8,True,obstacle_violation
