time,mode,center_x,center_y,center_z,formation_error,min_obstacle_clearance,min_agent_distance,energy,path_length,max_height,avg_force_norm,min_pair_distance
0.0,column,-5.4,0.0,1.2,0.794399688893766,4.21,0.8037115436470766,1.8297747946611065,0.03192920950978327,1.2,2.5543367607826637,0.8037115436470766
0.05,column,-5.3790000000000004,0.0,1.2,0.7818599783314818,4.202631824701941,0.8112512198552672,3.6443565364542945,0.09520640168923385,1.2,2.5080064508932245,0.8112512198552672
0.1,column,-5.358,0.0,1.2,0.76395586790787,4.187911775463821,0.8227956765170197,5.447756112092668,0.18912676435165637,1.2,2.452150364434951,0.8227956765170197
0.15000000000000002,column,-5.337,0.0,1.2,0.7409588975049529,4.165872606358233,0.8385848960807839,7.249152591968789,0.313442188036091,1.2,2.4334243010532446,0.8385848960807839
0.2,column,-5.316000000000001,0.0,1.2,0.713677325544889,4.1365621889224675,0.8589238689801285,9.04987653977326,0.4680191255843129,1.2,2.4240657067956923,0.8589238689801285
0.25,column,-5.295000000000001,0.0,1.2,0.6844444537054463,4.099993232174575,0.8854356419640214,10.850134660185141,0.652497242645268,1.2,2.414369980149732,0.8854356419640214
0.30000000000000004,column,-5.274,0.0,1.2,0.6550757549730493,4.056181167706667,0.9190508287831572,12.45011898705313,0.8633293776514502,1.2,2.3091409957441003,0.9190508287831572
0.35000000000000003,column,-5.253,0.0,1.2,0.6258325660314613,4.005144235299416,0.9591112047682178,13.941886879975119,1.080282851183023,1.2,2.381175444284099,0.9591112047682178
0.4,column,-5.232,0.0,1.2,0.5980485323150372,3.95416336224243,1.0058985902703834,15.604284305585056,1.3044741401421591,1.2,2.540619253784224,1.0058985902703834
0.45,column,-5.211,0.0,1.2,0.5721957702407382,3.9032497463691582,1.0584503001914571,17.42456031272336,1.535419543790742,1.2,2.6528080192151444,1.0584503001914571
0.5,column,-5.19,0.0,1.2,0.5487816056343366,3.8523985124182145,1.1163316960330871,18.817819502982367,1.773704726952631,1.2,2.181793305263473,1.1163316960330871
0.55,column,-5.1690000000000005,0.0,1.2,0.5280388199229428,3.8016050986945054,1.1781609781033688,20.072895263743675,2.019264068463309,1.2,2.0993942486312998,1.1781609781033688
0.6000000000000001,column,-5.148000000000001,0.0,1.2,0.5100930850466316,3.7508664601699184,1.2129401611739772,21.56605637046031,2.2704969266035375,1.2,2.2654813828621156,1.2129401611739772
0.65,column,-5.127000000000001,0.0,1.2,0.49411872949683355,3.700182135408393,1.1936695376669662,23.22944277899553,2.524400520075702,1.2,2.51913434031009,1.1936695376669662
0.7000000000000001,column,-5.106,0.0,1.2,0.47964824057435623,3.64995453369695,1.1878720339936295,25.02629704262215,2.775159553895391,1.2,2.6377831255471937,1.1878720339936295
0.75,column,-5.085,0.0,1.2,0.46758570784451825,3.6002025977203393,1.195110123825729,26.406380429536576,3.020362677038772,1.2,2.227891109062697,1.195110123825729
0.8,column,-5.064,0.0,1.2,0.45948214310505564,3.551355299424685,1.2143720743954844,27.746926513810124,3.2601151771040393,1.2,2.1745492352868916,1.2143720743954844
0.8500000000000001,column,-5.043,0.0,1.2,0.4569004890743136,3.5034698989320185,1.2439485858338595,29.27506022665782,3.488794275767362,1.2,2.3981219358099692,1.2439485858338595
0.9,column,-5.022,0.0,1.2,0.45787528424822177,3.4608522253739045,1.2858629613459782,30.759996570162336,3.7068285212129926,1.2,2.3481020993862387,1.2858629613459782
0.9500000000000001,column,-5.001,0.0,1.2,0.46152104292298723,3.423311410760503,1.2915410508979268,32.201382469327136,3.9148514667248877,1.2,2.2970435198501913,1.2915410508979268
1.0,column,-4.98,0.0,1.2,0.4674952247907604,3.390635750283584,1.292780355040145,33.6009902817872,4.113895946119962,1.2,2.2491107418579817,1.292780355040145
1.05,column,-4.9590000000000005,0.0,1.2,0.4750572131908247,3.3625959685084847,1.268199717283844,34.96345596727474,4.305292206471883,1.2,2.210782800208429,1.268199717283844
1.1,column,-4.938,0.0,1.2,0.483999292715316,3.3389482404513195,1.2388649807214411,36.27069449992956,4.491463639260336,1.2,2.1590238878133774,1.2388649807214411
1.1500000000000001,column,-4.917,0.0,1.2,0.49433430590100513,3.3190968426880634,1.2056961289867738,37.046958208374214,4.675208179526522,1.2,1.4721969455061386,1.2056961289867738
1.2000000000000002,column,-4.896000000000001,0.0,1.2,0.5055949247056561,3.301767552198827,1.170816358641337,37.763357136516504,4.858621479130882,1.2,1.3766308266678624,1.170816358641337
1.25,column,-4.875,0.0,1.2,0.5183667822475775,3.2852052919188255,1.1367706796133163,38.487207967861956,5.043809135691018,1.2,1.424562062965333,1.1367706796133163
1.3,column,-4.854,0.0,1.2,0.5328802617093096,3.2670276170889876,1.1065195140302522,39.31943991727307,5.232750524014734,1.2,1.6316416916177208,1.1065195140302522
1.35,column,-4.833,0.0,1.2,0.5493331967286695,3.24479928759032,1.0802509474295585,40.13481488110746,5.424725238680193,1.2,1.6279771193175363,1.0802509474295585
1.4000000000000001,column,-4.812,0.0,1.2,0.5672232780465818,3.218765326915439,1.0580708428382677,41.360856906253716,5.6130277252736,1.2,2.0828844543559715,1.0580708428382677
1.4500000000000002,column,-4.791,0.0,1.2,0.5847028382991627,3.18918860647606,1.0399550831725997,42.56320689180082,5.797237031606998,1.2,2.0465641565919093,1.0399550831725997
1.5,column,-4.7700000000000005,0.0,1.2,0.6013696440492107,3.1563469335487344,1.0260568341471843,43.74221907651389,5.97701959442068,1.2,2.007531179374792,1.0260568341471843
1.55,column,-4.7490000000000006,0.0,1.2,0.6168013930565958,3.1205299992649485,1.0163367223777344,44.89853879480491,6.152214644207259,1.2,1.9662181366024654,1.0163367223777344
1.6,column,-4.728000000000001,0.0,1.2,0.630783447942113,3.082038041559122,1.0107230922519133,46.03316012919415,6.323050805513647,1.2,1.923282280910437,1.0107230922519133
1.6500000000000001,column,-4.707000000000001,0.0,1.2,0.643176697234629,3.0411794271664974,1.0091278910127461,47.14179649243476,6.490836057333663,1.2,1.8727490332893608,1.0091278910127461
1.7000000000000002,column,-4.686,0.0,1.2,0.6539184203357538,2.9982684596180738,1.0114557444465317,48.22500042040052,6.659511476429668,1.2,1.828513610546181,1.0114557444465317
1.75,column,-4.665,0.0,1.2,0.6630068957294117,2.953623373893411,1.013595024348494,49.124377213498015,6.833728387120187,1.2,1.6752500388931613,1.013595024348494
1.8,column,-4.644,0.0,1.2,0.6713105091235356,2.9075644794675632,1.0157530851433951,49.989811941899426,7.015483487004577,1.2,1.6340304388387104,1.0157530851433951
1.85,column,-4.623000000000001,0.0,1.2,0.6785242538018117,2.860398951829626,1.018034578758584,50.82838144755003,7.205598120583113,1.2,1.5977628348597115,1.018034578758584
1.9000000000000001,column,-4.602,0.0,1.2,0.6843938105465911,2.812420604317685,1.0204718590080326,51.601903778169614,7.404295093963271,1.2,1.5342311230372088,1.0204718590080326
1.9500000000000002,column,-4.5809999999999995,0.0,1.2,0.6887798591784073,2.7639099481782035,1.0230547499469251,52.29438528708232,7.61136041660972,1.2,1.4595019604715465,1.0230547499469251
2.0,column,-4.5600000000000005,0.0,1.2,0.6916453590075673,2.7151343828415433,1.0282737283995933,52.81929033776288,7.82267461381753,1.2,1.273495159931883,1.0282737283995933
